BkNo	Year	Day	hh	mm	ss	mss	ns	Azimuth(deg)	Elevation(deg	)Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
58	2016	240	17	14	23	0	0	34.81	66.19	0	0	f8	f0	8	4	4	293a	1	0
58	2016	240	17	14	24	0	0	33.95	65.89	0	0	f8	f0	8	4	4	293a	1	0
58	2016	240	17	14	25	0	0	33.1	65.59	0	0	f8	f0	8	4	4	293a	1	0
58	2016	240	17	14	26	0	0	32.2	65.24	0	0	f8	f0	8	4	4	293a	1	0
58	2016	240	17	14	27	0	0	31.48	64.96	0	0	f8	f0	8	4	4	293a	1	0
58	2016	240	17	14	28	0	0	30.69	64.63	0	0	f8	f0	8	4	4	293a	1	0
58	2016	240	17	14	29	0	0	29.93	64.31	0	0	f8	f0	8	4	4	293a	1	0
59	2016	240	17	14	30	0	0	29.19	63.98	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	31	0	0	28.46	63.65	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	32	0	0	27.77	63.31	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	33	0	0	27	62.95	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	34	0	0	26.4	62.65	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	35	0	0	25.76	62.32	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	36	0	0	25.13	61.98	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	37	0	0	24.51	61.64	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	38	0	0	23.92	61.29	0	0	f8	f0	8	4	4	293b	1	0
59	2016	240	17	14	39	0	0	23.34	60.95	0	0	f8	f0	8	4	4	293b	1	0
60	2016	240	17	14	40	0	0	22.79	60.6	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	41	0	0	22.24	60.27	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	42	0	0	21.7	59.92	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	43	0	0	21.19	59.6	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	44	0	0	20.68	59.25	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	45	0	0	20.17	58.91	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	46	0	0	19.69	58.56	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	47	0	0	19.24	58.21	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	48	0	0	18.8	57.86	0	0	f8	f0	8	4	4	293c	1	0
60	2016	240	17	14	49	0	0	18.35	57.52	0	0	f8	f0	8	4	4	293c	1	0
61	2016	240	17	14	50	0	0	17.9	57.18	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	51	0	0	17.48	56.84	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	52	0	0	17.07	56.51	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	53	0	0	16.66	56.17	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	54	0	0	16.27	55.83	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	55	0	0	15.9	55.49	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	56	0	0	15.53	55.16	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	57	0	0	15.17	54.82	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	58	0	0	14.82	54.49	0	0	f8	f0	8	4	4	293d	1	0
61	2016	240	17	14	59	0	0	14.47	54.16	0	0	f8	f0	8	4	4	293d	1	0
62	2016	240	17	15	0	0	0	14.12	53.82	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	1	0	0	13.78	53.49	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	2	0	0	13.45	53.15	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	3	0	0	13.14	52.84	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	4	0	0	12.84	52.5	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	5	0	0	12.55	52.17	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	6	0	0	12.25	51.83	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	7	0	0	11.95	51.51	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	8	0	0	11.67	51.18	0	0	f8	f0	8	4	4	293e	1	0
62	2016	240	17	15	9	0	0	11.38	50.86	0	0	f8	f0	8	4	4	293e	1	0
63	2016	240	17	15	10	0	0	11.11	50.55	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	11	0	0	10.82	50.24	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	12	0	0	10.56	49.93	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	13	0	0	10.3	49.61	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	14	0	0	10.06	49.28	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	15	0	0	9.82	48.97	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	16	0	0	9.56	48.66	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	17	0	0	9.32	48.35	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	18	0	0	9.06	48.04	0	0	f8	f0	8	4	4	293f	1	0
63	2016	240	17	15	19	0	0	8.83	47.74	0	0	f8	f0	8	4	4	293f	1	0
64	2016	240	17	15	20	0	0	8.61	47.46	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	21	0	0	8.39	47.16	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	22	0	0	8.18	46.88	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	23	0	0	7.98	46.6	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	24	0	0	7.78	46.31	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	25	0	0	7.59	46.01	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	26	0	0	7.39	45.73	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	27	0	0	7.19	45.45	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	28	0	0	6.99	45.15	0	0	f8	f0	8	4	4	2940	1	0
64	2016	240	17	15	29	0	0	6.8	44.87	0	0	f8	f0	8	4	4	2940	1	0
65	2016	240	17	15	30	0	0	6.61	44.59	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	31	0	0	6.41	44.27	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	32	0	0	6.23	43.98	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	33	0	0	6.07	43.72	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	34	0	0	5.89	43.44	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	35	0	0	5.72	43.16	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	36	0	0	5.56	42.87	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	37	0	0	5.39	42.57	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	38	0	0	5.23	42.31	0	0	f8	f0	8	4	4	2941	1	0
65	2016	240	17	15	39	0	0	5.09	42.07	0	0	f8	f0	8	4	4	2941	1	0
66	2016	240	17	15	40	0	0	4.93	41.8	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	41	0	0	4.78	41.54	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	42	0	0	4.62	41.28	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	43	0	0	4.47	41.01	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	44	0	0	4.3	40.73	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	45	0	0	4.14	40.47	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	46	0	0	4.02	40.25	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	47	0	0	3.9	39.98	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	48	0	0	3.75	39.73	0	0	f8	f0	8	4	4	2942	1	0
66	2016	240	17	15	49	0	0	3.6	39.48	0	0	f8	f0	8	4	4	2942	1	0
67	2016	240	17	15	50	0	0	3.48	39.22	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	51	0	0	3.33	38.95	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	52	0	0	3.22	38.7	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	53	0	0	3.09	38.49	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	54	0	0	2.98	38.25	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	55	0	0	2.86	38	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	56	0	0	2.72	37.75	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	57	0	0	2.6	37.52	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	58	0	0	2.49	37.25	0	0	f8	f0	8	4	4	2943	1	0
67	2016	240	17	15	59	0	0	2.38	37.03	0	0	f8	f0	8	4	4	2943	1	0
68	2016	240	17	16	0	0	0	2.25	36.8	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	1	0	0	2.15	36.57	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	2	0	0	2.02	36.33	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	3	0	0	1.92	36.1	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	4	0	0	1.81	35.87	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	5	0	0	1.68	35.63	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	6	0	0	1.61	35.43	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	7	0	0	1.49	35.21	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	8	0	0	1.39	35	0	0	f8	f0	8	4	4	2944	1	0
68	2016	240	17	16	9	0	0	1.3	34.77	0	0	f8	f0	8	4	4	2944	1	0
69	2016	240	17	16	10	0	0	1.18	34.55	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	11	0	0	1.1	34.32	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	12	0	0	1	34.11	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	13	0	0	0.92	33.9	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	14	0	0	0.81	33.68	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	15	0	0	0.73	33.48	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	16	0	0	0.62	33.27	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	17	0	0	0.55	33.08	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	18	0	0	0.44	32.87	0	0	f8	f0	8	4	4	2945	1	0
69	2016	240	17	16	19	0	0	0.37	32.67	0	0	f8	f0	8	4	4	2945	1	0
70	2016	240	17	16	20	0	0	0.28	32.45	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	21	0	0	0.21	32.25	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	22	0	0	0.1	32.03	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	23	0	0	0.05	31.82	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	24	0	0	359.94	31.62	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	25	0	0	359.88	31.42	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	26	0	0	359.78	31.23	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	27	0	0	359.72	31.03	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	28	0	0	359.63	30.85	0	0	f8	f0	8	4	4	2946	1	0
70	2016	240	17	16	29	0	0	359.56	30.65	0	0	f8	f0	8	4	4	2946	1	0
71	2016	240	17	16	30	0	0	359.49	30.46	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	31	0	0	359.4	30.25	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	32	0	0	359.34	30.08	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	33	0	0	359.25	29.89	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	34	0	0	359.2	29.7	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	35	0	0	359.1	29.5	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	36	0	0	359.03	29.31	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	37	0	0	358.95	29.1	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	38	0	0	358.89	28.94	0	0	f8	f0	8	4	4	2947	1	0
71	2016	240	17	16	39	0	0	358.82	28.75	0	0	f8	f0	8	4	4	2947	1	0
72	2016	240	17	16	40	0	0	358.73	28.56	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	41	0	0	358.69	28.38	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	42	0	0	358.61	28.21	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	43	0	0	358.54	28.03	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	44	0	0	358.49	27.84	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	45	0	0	358.41	27.69	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	46	0	0	358.36	27.51	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	47	0	0	358.29	27.34	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	48	0	0	358.21	27.17	0	0	f8	f0	8	4	4	2948	1	0
72	2016	240	17	16	49	0	0	358.17	27	0	0	f8	f0	8	4	4	2948	1	0
73	2016	240	17	16	50	0	0	358.12	26.83	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	51	0	0	358.03	26.64	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	52	0	0	358	26.49	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	53	0	0	357.94	26.32	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	54	0	0	357.86	26.15	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	55	0	0	357.83	25.99	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	56	0	0	357.76	25.83	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	57	0	0	357.69	25.66	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	58	0	0	357.65	25.5	0	0	f8	f0	8	4	4	2949	1	0
73	2016	240	17	16	59	0	0	357.59	25.33	0	0	f8	f0	8	4	4	2949	1	0
74	2016	240	17	17	0	0	0	357.52	25.18	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	1	0	0	357.49	25.01	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	2	0	0	357.42	24.86	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	3	0	0	357.36	24.7	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	4	0	0	357.33	24.55	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	5	0	0	357.28	24.39	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	6	0	0	357.21	24.23	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	7	0	0	357.16	24.08	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	8	0	0	357.13	23.92	0	0	f8	f0	8	4	4	294a	1	0
74	2016	240	17	17	9	0	0	357.07	23.77	0	0	f8	f0	8	4	4	294a	1	0
75	2016	240	17	17	10	0	0	357.01	23.63	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	11	0	0	356.96	23.48	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	12	0	0	356.92	23.34	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	13	0	0	356.86	23.18	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	14	0	0	356.82	23.04	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	15	0	0	356.78	22.88	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	16	0	0	356.72	22.73	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	17	0	0	356.67	22.58	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	18	0	0	356.64	22.44	0	0	f8	f0	8	4	4	294b	1	0
75	2016	240	17	17	19	0	0	356.6	22.29	0	0	f8	f0	8	4	4	294b	1	0
76	2016	240	17	17	20	0	0	356.54	22.15	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	21	0	0	356.48	22	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	22	0	0	356.46	21.86	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	23	0	0	356.41	21.72	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	24	0	0	356.36	21.58	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	25	0	0	356.31	21.45	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	26	0	0	356.28	21.32	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	27	0	0	356.24	21.19	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	28	0	0	356.19	21.06	0	0	f8	f0	8	4	4	294c	1	0
76	2016	240	17	17	29	0	0	356.14	20.93	0	0	f8	f0	8	4	4	294c	1	0
77	2016	240	17	17	30	0	0	356.11	20.8	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	31	0	0	356.07	20.67	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	32	0	0	356.02	20.54	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	33	0	0	355.97	20.41	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	34	0	0	355.94	20.27	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	35	0	0	355.92	20.13	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	36	0	0	355.86	20	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	37	0	0	355.82	19.85	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	38	0	0	355.79	19.73	0	0	f8	f0	8	4	4	294d	1	0
77	2016	240	17	17	39	0	0	355.76	19.6	0	0	f8	f0	8	4	4	294d	1	0
78	2016	240	17	17	40	0	0	355.72	19.47	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	41	0	0	355.68	19.34	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	42	0	0	355.64	19.22	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	43	0	0	355.6	19.08	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	44	0	0	355.57	18.96	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	45	0	0	355.53	18.84	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	46	0	0	355.5	18.72	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	47	0	0	355.46	18.6	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	48	0	0	355.43	18.48	0	0	f8	f0	8	4	4	294e	1	0
78	2016	240	17	17	49	0	0	355.39	18.37	0	0	f8	f0	8	4	4	294e	1	0
79	2016	240	17	17	50	0	0	355.37	18.26	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	51	0	0	355.32	18.15	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	52	0	0	355.28	18.03	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	53	0	0	355.26	17.91	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	54	0	0	355.24	17.8	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	55	0	0	355.19	17.68	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	56	0	0	355.16	17.56	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	57	0	0	355.13	17.44	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	58	0	0	355.11	17.32	0	0	f8	f0	8	4	4	294f	1	0
79	2016	240	17	17	59	0	0	355.07	17.19	0	0	f8	f0	8	4	4	294f	1	0
80	2016	240	17	18	0	0	0	355.04	17.08	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	1	0	0	355.01	16.95	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	2	0	0	354.97	16.84	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	3	0	0	354.95	16.72	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	4	0	0	354.91	16.61	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	5	0	0	354.91	16.5	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	6	0	0	354.86	16.39	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	7	0	0	354.83	16.28	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	8	0	0	354.79	16.17	0	0	f8	f0	8	4	4	2950	1	0
80	2016	240	17	18	9	0	0	354.76	16.05	0	0	f8	f0	8	4	4	2950	1	0
81	2016	240	17	18	10	0	0	354.75	15.95	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	11	0	0	354.71	15.84	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	12	0	0	354.69	15.73	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	13	0	0	354.65	15.62	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	14	0	0	354.62	15.51	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	15	0	0	354.58	15.41	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	16	0	0	354.57	15.3	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	17	0	0	354.56	15.19	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	18	0	0	354.5	15.08	0	0	f8	f0	8	4	4	2951	1	0
81	2016	240	17	18	19	0	0	354.49	14.97	0	0	f8	f0	8	4	4	2951	1	0
82	2016	240	17	18	20	0	0	354.48	14.87	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	21	0	0	354.42	14.77	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	22	0	0	354.4	14.66	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	23	0	0	354.39	14.55	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	24	0	0	354.38	14.44	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	25	0	0	354.33	14.34	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	26	0	0	354.3	14.24	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	27	0	0	354.28	14.12	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	28	0	0	354.24	14.02	0	0	f8	f0	8	4	4	2952	1	0
82	2016	240	17	18	29	0	0	354.23	13.91	0	0	f8	f0	8	4	4	2952	1	0
83	2016	240	17	18	30	0	0	354.22	13.81	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	31	0	0	354.17	13.71	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	32	0	0	354.15	13.61	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	33	0	0	354.15	13.52	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	34	0	0	354.11	13.42	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	35	0	0	354.07	13.32	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	36	0	0	354.06	13.23	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	37	0	0	354.05	13.13	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	38	0	0	354	13.03	0	0	f8	f0	8	4	4	2953	1	0
83	2016	240	17	18	39	0	0	353.99	12.94	0	0	f8	f0	8	4	4	2953	1	0
84	2016	240	17	18	40	0	0	353.97	12.84	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	41	0	0	353.93	12.74	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	42	0	0	353.91	12.65	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	43	0	0	353.89	12.55	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	44	0	0	353.88	12.46	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	45	0	0	353.85	12.36	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	46	0	0	353.81	12.26	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	47	0	0	353.81	12.17	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	48	0	0	353.8	12.07	0	0	f8	f0	8	4	4	2954	1	0
84	2016	240	17	18	49	0	0	353.75	11.98	0	0	f8	f0	8	4	4	2954	1	0
85	2016	240	17	18	50	0	0	353.74	11.88	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	51	0	0	353.73	11.79	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	52	0	0	353.69	11.69	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	53	0	0	353.68	11.6	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	54	0	0	353.67	11.51	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	55	0	0	353.66	11.42	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	56	0	0	353.6	11.33	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	57	0	0	353.6	11.23	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	58	0	0	353.57	11.14	0	0	f8	f0	8	4	4	2955	1	0
85	2016	240	17	18	59	0	0	353.54	11.05	0	0	f8	f0	8	4	4	2955	1	0
86	2016	240	17	19	0	0	0	353.54	10.96	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	1	0	0	353.54	10.86	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	2	0	0	353.49	10.77	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	3	0	0	353.47	10.68	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	4	0	0	353.47	10.59	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	5	0	0	353.46	10.5	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	6	0	0	353.4	10.42	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	7	0	0	353.4	10.33	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	8	0	0	353.4	10.25	0	0	f8	f0	8	4	4	2956	1	0
86	2016	240	17	19	9	0	0	353.35	10.17	0	0	f8	f0	8	4	4	2956	1	0
87	2016	240	17	19	10	0	0	353.34	10.09	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	11	0	0	353.34	10.02	0	0	f8	f0	8	4	4	2957	1	0
87	2016	240	17	19	12	0	0	353.32	9.93	0	0	f8	f0	8	4	4	2957	1	0
