BkNo	Year	Day	hh	mm	ss	mss	ns	Range (km)	RangCalib(km)	Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
59	2016	240	17	17	21	751	0	1721.196791	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	22	751	0	1727.315855	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	23	751	0	1733.442413	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	24	751	0	1739.575118	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	25	751	0	1745.712918	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	26	751	0	1751.858214	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	27	751	0	1758.009356	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	28	751	0	1764.166943	0	0	0	f8	f0	8	4	1	003b	1	1
59	2016	240	17	17	29	751	0	1770.331575	0	0	0	f8	f0	8	4	1	003b	1	1
60	2016	240	17	17	30	751	0	1776.502054	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	31	751	0	1782.678078	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	32	751	0	1788.861297	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	33	751	0	1795.049613	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	34	751	0	1801.243775	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	35	751	0	1807.444682	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	36	751	0	1813.650536	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	37	751	0	1819.862536	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	38	751	0	1826.080981	0	0	0	f8	f0	8	4	1	003c	1	1
60	2016	240	17	17	39	751	0	1832.304223	0	0	0	f8	f0	8	4	1	003c	1	1
61	2016	240	17	17	40	751	0	1838.53301	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	41	751	0	1844.767494	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	42	751	0	1851.007225	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	43	751	0	1857.252801	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	44	751	0	1863.503624	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	45	751	0	1869.759393	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	46	751	0	1876.020109	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	47	751	0	1882.28667	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	48	751	0	1888.558029	0	0	0	f8	f0	8	4	1	003d	1	1
61	2016	240	17	17	49	751	0	1894.833135	0	0	0	f8	f0	8	4	1	003d	1	1
62	2016	240	17	17	50	751	0	1901.115286	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	51	751	0	1907.401634	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	52	751	0	1913.691579	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	53	751	0	1919.987071	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	54	751	0	1926.288409	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	55	751	0	1932.594543	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	56	751	0	1938.903376	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	57	751	0	1945.217604	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	58	751	0	1951.53663	0	0	0	f8	f0	8	4	1	003e	1	1
62	2016	240	17	17	59	751	0	1957.860602	0	0	0	f8	f0	8	4	1	003e	1	1
63	2016	240	17	18	0	751	0	1964.187722	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	1	751	0	1970.519938	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	2	751	0	1976.857251	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	3	751	0	1983.197711	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	4	751	0	1989.542968	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	5	751	0	1995.892123	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	6	751	0	2002.245625	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	7	751	0	2008.603023	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	8	751	0	2014.96447	0	0	0	f8	f0	8	4	1	003f	1	1
63	2016	240	17	18	9	751	0	2021.330712	0	0	0	f8	f0	8	4	1	003f	1	1
64	2016	240	17	18	10	751	0	2027.700253	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	11	751	0	2034.073241	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	12	751	0	2040.450426	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	13	751	0	2046.832108	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	14	751	0	2053.216638	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	15	751	0	2059.605215	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	16	751	0	2065.99709	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	17	751	0	2072.393762	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	18	751	0	2078.793731	0	0	0	f8	f0	8	4	1	40	1	1
64	2016	240	17	18	19	751	0	2085.196849	0	0	0	f8	f0	8	4	1	40	1	1
65	2016	240	17	18	20	751	0	2091.603563	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	21	751	0	2098.013726	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	22	751	0	2104.427336	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	23	751	0	2110.845143	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	24	751	0	2117.265348	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	25	751	0	2123.689601	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	26	751	0	2130.117301	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	27	751	0	2136.5468	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	28	751	0	2142.979746	0	0	0	f8	f0	8	4	1	41	1	1
65	2016	240	17	18	29	751	0	2149.417789	0	0	0	f8	f0	8	4	1	41	1	1
66	2016	240	17	18	30	751	0	2155.85883	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	31	751	0	2162.302569	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	32	751	0	2168.748257	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	33	751	0	2175.197093	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	34	751	0	2181.649526	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	35	751	0	2188.104957	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	36	751	0	2194.564285	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	37	751	0	2201.025562	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	38	751	0	2207.489537	0	0	0	f8	f0	8	4	1	42	1	1
66	2016	240	17	18	39	751	0	2213.95651	0	0	0	f8	f0	8	4	1	42	1	1
67	2016	240	17	18	40	751	0	2220.426181	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	41	751	0	2226.8993	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	42	751	0	2233.374667	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	43	751	0	2239.853182	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	44	751	0	2246.333646	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	45	751	0	2252.818157	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	46	751	0	2259.303867	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	47	751	0	2265.792875	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	48	751	0	2272.284431	0	0	0	f8	f0	8	4	1	43	1	1
67	2016	240	17	18	49	751	0	2278.777935	0	0	0	f8	f0	8	4	1	43	1	1
68	2016	240	17	18	50	751	0	2285.274288	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	51	751	0	2291.773639	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	52	751	0	2298.275537	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	53	751	0	2304.779535	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	54	751	0	2311.28668	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	55	751	0	2317.795174	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	56	751	0	2324.305767	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	57	751	0	2330.818758	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	58	751	0	2337.335347	0	0	0	f8	f0	8	4	1	44	1	1
68	2016	240	17	18	59	751	0	2343.853135	0	0	0	f8	f0	8	4	1	44	1	1
69	2016	240	17	19	0	751	0	2350.373621	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	1	751	0	2356.895755	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	2	751	0	2363.420289	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	3	751	0	2369.94752	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	4	751	0	2376.47685	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	5	751	0	2383.008578	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	6	751	0	2389.540756	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	7	751	0	2396.076231	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	8	751	0	2402.613805	0	0	0	f8	f0	8	4	1	45	1	1
69	2016	240	17	19	9	751	0	2409.153778	0	0	0	f8	f0	8	4	1	45	1	1
70	2016	240	17	19	10	751	0	2415.695249	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	11	751	0	2422.239119	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	12	751	0	2428.783439	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	13	751	0	2435.330906	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	14	751	0	2441.880921	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	15	751	0	2448.432736	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	16	751	0	2454.985299	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	17	751	0	2461.539812	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	18	751	0	2468.095973	0	0	0	f8	f0	8	4	1	46	1	1
70	2016	240	17	19	19	751	0	2474.653933	0	0	0	f8	f0	8	4	1	46	1	1
71	2016	240	17	19	20	751	0	2481.214291	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	21	751	0	2487.775849	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	22	751	0	2494.340554	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	23	751	0	2500.906309	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	24	751	0	2507.474312	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	25	751	0	2514.043065	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	26	751	0	2520.613466	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	27	751	0	2527.185067	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	28	751	0	2533.757417	0	0	0	f8	f0	8	4	1	47	1	1
71	2016	240	17	19	29	751	0	2540.333064	0	0	0	f8	f0	8	4	1	47	1	1
72	2016	240	17	19	30	751	0	2546.910811	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	31	751	0	2553.489756	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	32	751	0	2560.070351	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	33	751	0	2566.652444	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	34	751	0	2573.234237	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	35	751	0	2579.819628	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	36	751	0	2586.40442	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	37	751	0	2592.992209	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	38	751	0	2599.581947	0	0	0	f8	f0	8	4	1	48	1	1
72	2016	240	17	19	39	751	0	2606.171535	0	0	0	f8	f0	8	4	1	48	1	1
73	2016	240	17	19	40	751	0	2612.762323	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	41	751	0	2619.357157	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	42	751	0	2625.951242	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	43	751	0	2632.546526	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	44	751	0	2639.144059	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	45	751	0	2645.74324	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	46	751	0	2652.342272	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	47	751	0	2658.942952	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	48	751	0	2665.543783	0	0	0	f8	f0	8	4	1	49	1	1
73	2016	240	17	19	49	751	0	2672.148361	0	0	0	f8	f0	8	4	1	49	1	1
74	2016	240	17	19	50	751	0	2678.753538	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	51	751	0	2685.359315	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	52	751	0	2691.965691	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	53	751	0	2698.575216	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	54	751	0	2705.18474	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	55	751	0	2711.795463	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	56	751	0	2718.406637	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	57	751	0	2725.018859	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	58	751	0	2731.63303	0	0	0	f8	f0	8	4	1	004a	1	1
74	2016	240	17	19	59	751	0	2738.247651	0	0	0	f8	f0	8	4	1	004a	1	1
75	2016	240	17	20	0	751	0	2744.863471	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	1	751	0	2751.48049	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	2	751	0	2758.098858	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	3	751	0	2764.719325	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	4	751	0	2771.339042	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	5	751	0	2777.961158	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	6	751	0	2784.583274	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	7	751	0	2791.205239	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	8	751	0	2797.827355	0	0	0	f8	f0	8	4	1	004b	1	1
75	2016	240	17	20	9	751	0	2804.451869	0	0	0	f8	f0	8	4	1	004b	1	1
76	2016	240	17	20	10	751	0	2811.078931	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	11	751	0	2817.706743	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	12	751	0	2824.334254	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	13	751	0	2830.962516	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	14	751	0	2837.591527	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	15	751	0	2844.222486	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	16	751	0	2850.854945	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	17	751	0	2857.487553	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	18	751	0	2864.119262	0	0	0	f8	f0	8	4	1	004c	1	1
76	2016	240	17	20	19	751	0	2870.753069	0	0	0	f8	f0	8	4	1	004c	1	1
77	2016	240	17	20	20	751	0	2877.387177	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	21	751	0	2884.020834	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	22	751	0	2890.65704	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	23	751	0	2897.293246	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	24	751	0	2903.93155	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	25	751	0	2910.569105	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	26	751	0	2917.209358	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	27	751	0	2923.848112	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	28	751	0	2930.488366	0	0	0	f8	f0	8	4	1	004d	1	1
77	2016	240	17	20	29	751	0	2937.128469	0	0	0	f8	f0	8	4	1	004d	1	1
78	2016	240	17	20	30	751	0	2943.77082	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	31	751	0	2950.413022	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	32	751	0	2957.056723	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	33	751	0	2963.699524	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	34	751	0	2970.343374	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	35	751	0	2976.987525	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	36	751	0	2983.632874	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	37	751	0	2990.278674	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	38	751	0	2996.924922	0	0	0	f8	f0	8	4	1	004e	1	1
78	2016	240	17	20	39	751	0	3003.571171	0	0	0	f8	f0	8	4	1	004e	1	1
79	2016	240	17	20	40	751	0	3010.219519	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	41	751	0	3016.871164	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	42	751	0	3023.518012	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	43	751	0	3030.16666	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	44	751	0	3036.817555	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	45	751	0	3043.466502	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	46	751	0	3050.120246	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	47	751	0	3056.769493	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	48	751	0	3063.420389	0	0	0	f8	f0	8	4	1	004f	1	1
79	2016	240	17	20	49	751	0	3070.071434	0	0	0	f8	f0	8	4	1	004f	1	1
80	2016	240	17	20	50	751	0	3076.725927	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	51	751	0	3083.378472	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	52	751	0	3090.032665	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	53	751	0	3096.685809	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	54	751	0	3103.340452	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	55	751	0	3109.992547	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	56	751	0	3116.64779	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	57	751	0	3123.30708	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	58	751	0	3129.96532	0	0	0	f8	f0	8	4	1	50	1	1
80	2016	240	17	20	59	751	0	3136.622062	0	0	0	f8	f0	8	4	1	50	1	1
81	2016	240	17	21	0	751	0	3143.274457	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	1	751	0	3149.931798	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	2	751	0	3156.592737	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	3	751	0	3163.249478	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	4	751	0	3169.90622	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	5	751	0	3176.56461	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	6	751	0	3183.222551	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	7	751	0	3189.879892	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	8	751	0	3196.540981	0	0	0	f8	f0	8	4	1	51	1	1
81	2016	240	17	21	9	751	0	3203.20147	0	0	0	f8	f0	8	4	1	51	1	1
82	2016	240	17	21	10	751	0	3209.859561	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	11	751	0	3216.522298	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	12	751	0	3223.185785	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	13	751	0	3229.842677	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	14	751	0	3236.502117	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	15	751	0	3243.163055	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	16	751	0	3249.825193	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	17	751	0	3256.482984	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	18	751	0	3263.14812	0	0	0	f8	f0	8	4	1	52	1	1
82	2016	240	17	21	19	751	0	3269.80681	0	0	0	f8	f0	8	4	1	52	1	1
