BkNo	Year	Day	hh	mm	ss	mss	ns	RangeRate(km/s)		Tv	Dv	TSn	RSn	DTp	STp	SId	BkCt	SRt	InTim
59	2016	240	17	14	53	700	0	3.25632662	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	54	700	0	3.29714299	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	55	700	0	3.33756277	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	56	700	0	3.37755398	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	57	700	0	3.41712488	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	58	700	0	3.45630619	0	0	0	f8	f0	8	4	3	003b	1	1
59	2016	240	17	14	59	700	0	3.49505426	0	0	0	f8	f0	8	4	3	003b	1	1
60	2016	240	17	15	0	700	0	3.53339342	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	1	700	0	3.57131394	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	2	700	0	3.60882633	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	3	700	0	3.64592841	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	4	700	0	3.68263277	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	5	700	0	3.7189304	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	6	700	0	3.75481712	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	7	700	0	3.79029685	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	8	700	0	3.82540837	0	0	0	f8	f0	8	4	3	003c	1	1
60	2016	240	17	15	9	700	0	3.86010371	0	0	0	f8	f0	8	4	3	003c	1	1
61	2016	240	17	15	10	700	0	3.89441185	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	11	700	0	3.92831739	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	12	700	0	3.96181875	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	13	700	0	3.99497821	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	14	700	0	4.02772361	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	15	700	0	4.06008748	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	16	700	0	4.09208207	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	17	700	0	4.12368266	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	18	700	0	4.15493382	0	0	0	f8	f0	8	4	3	003d	1	1
61	2016	240	17	15	19	700	0	4.18581224	0	0	0	f8	f0	8	4	3	003d	1	1
62	2016	240	17	15	20	700	0	4.21631564	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	21	700	0	4.24646103	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	22	700	0	4.27624252	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	23	700	0	4.30565427	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	24	700	0	4.33474304	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	25	700	0	4.36344667	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	26	700	0	4.39183178	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	27	700	0	4.41984548	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	28	700	0	4.44753439	0	0	0	f8	f0	8	4	3	003e	1	1
62	2016	240	17	15	29	700	0	4.47488554	0	0	0	f8	f0	8	4	3	003e	1	1
63	2016	240	17	15	30	700	0	4.50190258	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	31	700	0	4.52859897	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	32	700	0	4.554944	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	33	700	0	4.5809825	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	34	700	0	4.60669209	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	35	700	0	4.63208463	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	36	700	0	4.65716024	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	37	700	0	4.6819314	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	38	700	0	4.70639383	0	0	0	f8	f0	8	4	3	003f	1	1
63	2016	240	17	15	39	700	0	4.73054454	0	0	0	f8	f0	8	4	3	003f	1	1
64	2016	240	17	15	40	700	0	4.75442516	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	41	700	0	4.77796948	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	42	700	0	4.80122859	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	43	700	0	4.82421708	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	44	700	0	4.84691823	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	45	700	0	4.86932691	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	46	700	0	4.89143259	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	47	700	0	4.91330104	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	48	700	0	4.93487588	0	0	0	f8	f0	8	4	3	40	1	1
64	2016	240	17	15	49	700	0	4.95616078	0	0	0	f8	f0	8	4	3	40	1	1
65	2016	240	17	15	50	700	0	4.97719691	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	51	700	0	4.99798841	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	52	700	0	5.0184931	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	53	700	0	5.03874076	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	54	700	0	5.05875931	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	55	700	0	5.07850671	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	56	700	0	5.09799128	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	57	700	0	5.11725101	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	58	700	0	5.13628641	0	0	0	f8	f0	8	4	3	41	1	1
65	2016	240	17	15	59	700	0	5.155047	0	0	0	f8	f0	8	4	3	41	1	1
66	2016	240	17	16	0	700	0	5.17357388	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	1	700	0	5.19188997	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	2	700	0	5.20995409	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	3	700	0	5.22782674	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	4	700	0	5.24543703	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	5	700	0	5.2628412	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	6	700	0	5.2800325	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	7	700	0	5.29700055	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	8	700	0	5.31375721	0	0	0	f8	f0	8	4	3	42	1	1
66	2016	240	17	16	9	700	0	5.33031201	0	0	0	f8	f0	8	4	3	42	1	1
67	2016	240	17	16	10	700	0	5.34664761	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	11	700	0	5.36277143	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	12	700	0	5.37872502	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	13	700	0	5.39443917	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	14	700	0	5.4099977	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	15	700	0	5.42532098	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	16	700	0	5.44048809	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	17	700	0	5.45544602	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	18	700	0	5.4702082	0	0	0	f8	f0	8	4	3	43	1	1
67	2016	240	17	16	19	700	0	5.48483041	0	0	0	f8	f0	8	4	3	43	1	1
68	2016	240	17	16	20	700	0	5.49924123	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	21	700	0	5.51345538	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	22	700	0	5.52750084	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	23	700	0	5.54138967	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	24	700	0	5.55510568	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	25	700	0	5.56862863	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	26	700	0	5.58200993	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	27	700	0	5.59520702	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	28	700	0	5.60825787	0	0	0	f8	f0	8	4	3	44	1	1
68	2016	240	17	16	29	700	0	5.6211395	0	0	0	f8	f0	8	4	3	44	1	1
69	2016	240	17	16	30	700	0	5.63385518	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	31	700	0	5.64642195	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	32	700	0	5.65885388	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	33	700	0	5.67110992	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	34	700	0	5.68322027	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	35	700	0	5.69517178	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	36	700	0	5.70697239	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	37	700	0	5.71865588	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	38	700	0	5.73018274	0	0	0	f8	f0	8	4	3	45	1	1
69	2016	240	17	16	39	700	0	5.74157529	0	0	0	f8	f0	8	4	3	45	1	1
70	2016	240	17	16	40	700	0	5.75284346	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	41	700	0	5.76394087	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	42	700	0	5.77489724	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	43	700	0	5.78575161	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	44	700	0	5.79647693	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	45	700	0	5.80705748	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	46	700	0	5.81749913	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	47	700	0	5.82783817	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	48	700	0	5.83803358	0	0	0	f8	f0	8	4	3	46	1	1
70	2016	240	17	16	49	700	0	5.84809993	0	0	0	f8	f0	8	4	3	46	1	1
71	2016	240	17	16	50	700	0	5.85807362	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	51	700	0	5.86791093	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	52	700	0	5.87761712	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	53	700	0	5.88722858	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	54	700	0	5.89672498	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	55	700	0	5.9060808	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	56	700	0	5.91535861	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	57	700	0	5.92450784	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	58	700	0	5.93353528	0	0	0	f8	f0	8	4	3	47	1	1
71	2016	240	17	16	59	700	0	5.94249404	0	0	0	f8	f0	8	4	3	47	1	1
72	2016	240	17	17	0	700	0	5.95133413	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	1	700	0	5.96004718	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	2	700	0	5.96867488	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	3	700	0	5.977187	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	4	700	0	5.98561017	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	5	700	0	5.99391622	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	6	700	0	6.00213999	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	7	700	0	6.01026702	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	8	700	0	6.01828259	0	0	0	f8	f0	8	4	3	48	1	1
72	2016	240	17	17	9	700	0	6.02622428	0	0	0	f8	f0	8	4	3	48	1	1
73	2016	240	17	17	10	700	0	6.03407443	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	11	700	0	6.04181518	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	12	700	0	6.04949511	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	13	700	0	6.05706151	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	14	700	0	6.0645493	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	15	700	0	6.07193308	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	16	700	0	6.07922833	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	17	700	0	6.08646681	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	18	700	0	6.09360176	0	0	0	f8	f0	8	4	3	49	1	1
73	2016	240	17	17	19	700	0	6.10065184	0	0	0	f8	f0	8	4	3	49	1	1
74	2016	240	17	17	20	700	0	6.10763529	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	21	700	0	6.11451987	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	22	700	0	6.12133942	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	23	700	0	6.12806937	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	24	700	0	6.13472391	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	25	700	0	6.14129723	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	26	700	0	6.14780965	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	27	700	0	6.15424353	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	28	700	0	6.16059459	0	0	0	f8	f0	8	4	3	004a	1	1
74	2016	240	17	17	29	700	0	6.16687797	0	0	0	f8	f0	8	4	3	004a	1	1
75	2016	240	17	17	30	700	0	6.17308226	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	31	700	0	6.17923246	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	32	700	0	6.18528998	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	33	700	0	6.19129127	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	34	700	0	6.1972426	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	35	700	0	6.20307993	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	36	700	0	6.20889022	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	37	700	0	6.21462608	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	38	700	0	6.2202958	0	0	0	f8	f0	8	4	3	004b	1	1
75	2016	240	17	17	39	700	0	6.22588229	0	0	0	f8	f0	8	4	3	004b	1	1
76	2016	240	17	17	40	700	0	6.23141776	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	41	700	0	6.23689233	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	42	700	0	6.24229974	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	43	700	0	6.24765872	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	44	700	0	6.25295215	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	45	700	0	6.25818001	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	46	700	0	6.26334592	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	47	700	0	6.26847438	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	48	700	0	6.27351637	0	0	0	f8	f0	8	4	3	004c	1	1
76	2016	240	17	17	49	700	0	6.27851312	0	0	0	f8	f0	8	4	3	004c	1	1
77	2016	240	17	17	50	700	0	6.28345944	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	51	700	0	6.28834479	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	52	700	0	6.29317965	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	53	700	0	6.29795728	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	54	700	0	6.30266775	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	55	700	0	6.30734231	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	56	700	0	6.31197056	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	57	700	0	6.31654466	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	58	700	0	6.32105166	0	0	0	f8	f0	8	4	3	004d	1	1
77	2016	240	17	17	59	700	0	6.32550497	0	0	0	f8	f0	8	4	3	004d	1	1
78	2016	240	17	18	0	700	0	6.32993489	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	1	700	0	6.3342748	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	2	700	0	6.33861991	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	3	700	0	6.34291345	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	4	700	0	6.34709253	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	5	700	0	6.35126842	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	6	700	0	6.35541159	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	7	700	0	6.35947975	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	8	700	0	6.36349594	0	0	0	f8	f0	8	4	3	004e	1	1
78	2016	240	17	18	9	700	0	6.36749075	0	0	0	f8	f0	8	4	3	004e	1	1
79	2016	240	17	18	10	700	0	6.37144598	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	11	700	0	6.37534864	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	12	700	0	6.37920393	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	13	700	0	6.38302332	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	14	700	0	6.38678961	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	15	700	0	6.39051745	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	16	700	0	6.39420252	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	17	700	0	6.39786681	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	18	700	0	6.40145821	0	0	0	f8	f0	8	4	3	004f	1	1
79	2016	240	17	18	19	700	0	6.40502156	0	0	0	f8	f0	8	4	3	004f	1	1
80	2016	240	17	18	20	700	0	6.40856506	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	21	700	0	6.41204254	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	22	700	0	6.41549076	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	23	700	0	6.41890681	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	24	700	0	6.42228062	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	25	700	0	6.42560453	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	26	700	0	6.42889459	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	27	700	0	6.43216327	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	28	700	0	6.43539037	0	0	0	f8	f0	8	4	3	50	1	1
80	2016	240	17	18	29	700	0	6.43857684	0	0	0	f8	f0	8	4	3	50	1	1
81	2016	240	17	18	30	700	0	6.44174352	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	31	700	0	6.44485976	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	32	700	0	6.44792703	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	33	700	0	6.45097605	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	34	700	0	6.45399703	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	35	700	0	6.45696803	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	36	700	0	6.45992238	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	37	700	0	6.46284442	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	38	700	0	6.46571649	0	0	0	f8	f0	8	4	3	51	1	1
81	2016	240	17	18	39	700	0	6.46856257	0	0	0	f8	f0	8	4	3	51	1	1
82	2016	240	17	18	40	700	0	6.47136908	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	41	700	0	6.47417819	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	42	700	0	6.47692328	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	43	700	0	6.47964964	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	44	700	0	6.4823401	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	45	700	0	6.48499411	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	46	700	0	6.48762627	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	47	700	0	6.49023184	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	48	700	0	6.49279738	0	0	0	f8	f0	8	4	3	52	1	1
82	2016	240	17	18	49	700	0	6.49536131	0	0	0	f8	f0	8	4	3	52	1	1
83	2016	240	17	18	50	700	0	6.49786962	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	51	700	0	6.50034714	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	52	700	0	6.50279922	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	53	700	0	6.50524603	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	54	700	0	6.50764974	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	55	700	0	6.51001587	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	56	700	0	6.51236022	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	57	700	0	6.51469617	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	58	700	0	6.51697802	0	0	0	f8	f0	8	4	3	53	1	1
83	2016	240	17	18	59	700	0	6.51923695	0	0	0	f8	f0	8	4	3	53	1	1
84	2016	240	17	19	0	700	0	6.52150268	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	1	700	0	6.52371638	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	2	700	0	6.52590763	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	3	700	0	6.52808595	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	4	700	0	6.53020904	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	5	700	0	6.5323264	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	6	700	0	6.53441617	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	7	700	0	6.53650602	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	8	700	0	6.53854476	0	0	0	f8	f0	8	4	3	54	1	1
84	2016	240	17	19	9	700	0	6.54057052	0	0	0	f8	f0	8	4	3	54	1	1
85	2016	240	17	19	10	700	0	6.54256402	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	11	700	0	6.54452735	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	12	700	0	6.5464537	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	13	700	0	6.54839671	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	14	700	0	6.55032619	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	15	700	0	6.55217759	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	16	700	0	6.55403059	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	17	700	0	6.55587625	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	18	700	0	6.55770633	0	0	0	f8	f0	8	4	3	55	1	1
85	2016	240	17	19	19	700	0	6.55948638	0	0	0	f8	f0	8	4	3	55	1	1
86	2016	240	17	19	20	700	0	6.56126183	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	21	700	0	6.56302995	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	22	700	0	6.56474131	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	23	700	0	6.56644493	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	24	700	0	6.56813857	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	25	700	0	6.56981721	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	26	700	0	6.57145309	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	27	700	0	6.57309842	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	28	700	0	6.57468226	0	0	0	f8	f0	8	4	3	56	1	1
86	2016	240	17	19	29	700	0	6.57629062	0	0	0	f8	f0	8	4	3	56	1	1
87	2016	240	17	19	30	700	0	6.57787186	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	31	700	0	6.57940526	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	32	700	0	6.58096259	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	33	700	0	6.58246262	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	34	700	0	6.58396324	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	35	700	0	6.58543156	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	36	700	0	6.58687282	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	37	700	0	6.58832342	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	38	700	0	6.58974283	0	0	0	f8	f0	8	4	3	57	1	1
87	2016	240	17	19	39	700	0	6.59113306	0	0	0	f8	f0	8	4	3	57	1	1
88	2016	240	17	19	40	700	0	6.59254468	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	41	700	0	6.59388075	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	42	700	0	6.59523507	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	43	700	0	6.59658419	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	44	700	0	6.59789641	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	45	700	0	6.59918464	0	0	0	f8	f0	8	4	3	58	1	1
88	2016	240	17	19	46	700	0	6.60046088	0	0	0	f8	f0	8	4	3	58	1	1
