BkNo,Year,Day,hh,mm,ss,mss,ns,Azimuth(deg),Elevation(deg)Tv,DvTSnRSnDTpSTpSId,BkCtSRtInTim,,,,,,,,
58,2016,252,12,30,17,0,0,8.06,18.6,0,0,f9,f0,18,4,4,0e3a,1,0
58,2016,252,12,30,18,0,0,7.94,18.45,0,0,f9,f0,18,4,4,0e3a,1,0
58,2016,252,12,30,19,0,0,7.83,18.29,0,0,f9,f0,18,4,4,0e3a,1,0
58,2016,252,12,30,20,0,0,7.71,18.12,0,0,f9,f0,18,4,4,0e3a,1,0
58,2016,252,12,30,21,0,0,7.59,17.95,0,0,f9,f0,18,4,4,0e3a,1,0
58,2016,252,12,30,22,0,0,7.46,17.79,0,0,f9,f0,18,4,4,0e3a,1,0
59,2016,252,12,30,23,0,0,7.36,17.63,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,24,0,0,7.25,17.49,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,25,0,0,7.14,17.38,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,26,0,0,7.03,17.26,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,27,0,0,6.89,17.13,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,28,0,0,6.79,17.01,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,29,0,0,6.68,16.87,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,30,0,0,6.57,16.72,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,31,0,0,6.47,16.56,0,0,f9,f0,18,4,4,0e3b,1,0
59,2016,252,12,30,32,0,0,6.36,16.39,0,0,f9,f0,18,4,4,0e3b,1,0
60,2016,252,12,30,33,0,0,6.27,16.22,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,34,0,0,6.17,16.07,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,35,0,0,6.07,15.95,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,36,0,0,5.98,15.82,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,37,0,0,5.87,15.7,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,38,0,0,5.79,15.58,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,39,0,0,5.68,15.45,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,40,0,0,5.59,15.32,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,41,0,0,5.49,15.17,0,0,f9,f0,18,4,4,0e3c,1,0
60,2016,252,12,30,42,0,0,5.41,15.04,0,0,f9,f0,18,4,4,0e3c,1,0
61,2016,252,12,30,43,0,0,5.31,14.92,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,44,0,0,5.21,14.78,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,45,0,0,5.12,14.66,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,46,0,0,5.04,14.56,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,47,0,0,4.95,14.45,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,48,0,0,4.88,14.34,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,49,0,0,4.78,14.23,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,50,0,0,4.7,14.09,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,51,0,0,4.61,13.95,0,0,f9,f0,18,4,4,0e3d,1,0
61,2016,252,12,30,52,0,0,4.53,13.81,0,0,f9,f0,18,4,4,0e3d,1,0
62,2016,252,12,30,53,0,0,4.44,13.68,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,30,54,0,0,4.37,13.56,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,30,55,0,0,4.27,13.44,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,30,56,0,0,4.21,13.34,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,30,57,0,0,4.12,13.23,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,30,58,0,0,4.05,13.11,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,30,59,0,0,3.94,12.98,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,31,0,0,0,3.88,12.86,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,31,1,0,0,3.8,12.74,0,0,f9,f0,18,4,4,0e3e,1,0
62,2016,252,12,31,2,0,0,3.72,12.6,0,0,f9,f0,18,4,4,0e3e,1,0
63,2016,252,12,31,3,0,0,3.66,12.48,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,4,0,0,3.57,12.36,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,5,0,0,3.5,12.25,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,6,0,0,3.42,12.16,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,7,0,0,3.36,12.06,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,8,0,0,3.29,11.97,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,9,0,0,3.22,11.86,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,10,0,0,3.15,11.75,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,11,0,0,3.07,11.62,0,0,f9,f0,18,4,4,0e3f,1,0
63,2016,252,12,31,12,0,0,3.01,11.49,0,0,f9,f0,18,4,4,0e3f,1,0
64,2016,252,12,31,13,0,0,2.93,11.39,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,14,0,0,2.86,11.29,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,15,0,0,2.81,11.21,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,16,0,0,2.73,11.12,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,17,0,0,2.67,11.02,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,18,0,0,2.61,10.91,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,19,0,0,2.53,10.79,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,20,0,0,2.48,10.67,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,21,0,0,2.41,10.56,0,0,f9,f0,18,4,4,0,1,0
64,2016,252,12,31,22,0,0,2.35,10.45,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,23,0,0,2.28,10.36,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,24,0,0,2.22,10.27,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,25,0,0,2.16,10.2,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,26,0,0,2.1,10.11,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,27,0,0,2.02,10.02,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,28,0,0,1.97,9.93,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,29,0,0,1.92,9.82,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,30,0,0,1.86,9.69,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,31,0,0,1.81,9.57,0,0,f9,f0,18,4,4,0,1,0
65,2016,252,12,31,32,0,0,1.74,9.47,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,33,0,0,1.68,9.38,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,34,0,0,1.63,9.3,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,35,0,0,1.57,9.2,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,36,0,0,1.5,9.09,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,37,0,0,1.45,8.98,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,38,0,0,1.39,8.87,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,39,0,0,1.34,8.78,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,40,0,0,1.29,8.7,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,41,0,0,1.23,8.63,0,0,f9,f0,18,4,4,0,1,0
66,2016,252,12,31,42,0,0,1.17,8.55,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,43,0,0,1.12,8.47,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,44,0,0,1.06,8.36,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,45,0,0,1.01,8.27,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,46,0,0,0.95,8.15,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,47,0,0,0.91,8.05,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,48,0,0,0.85,7.96,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,49,0,0,0.79,7.88,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,50,0,0,0.75,7.81,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,51,0,0,0.7,7.73,0,0,f9,f0,18,4,4,0,1,0
67,2016,252,12,31,52,0,0,0.64,7.65,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,31,53,0,0,0.6,7.57,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,31,54,0,0,0.57,7.48,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,31,55,0,0,0.51,7.39,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,31,56,0,0,0.46,7.31,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,31,57,0,0,0.41,7.23,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,31,58,0,0,0.38,7.17,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,31,59,0,0,0.32,7.1,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,32,0,0,0,0.26,7.03,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,32,1,0,0,0.22,6.95,0,0,f9,f0,18,4,4,0,1,0
68,2016,252,12,32,2,0,0,0.18,6.86,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,3,0,0,0.12,6.76,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,4,0,0,0.08,6.67,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,5,0,0,0.04,6.57,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,6,0,0,359.99,6.49,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,7,0,0,359.94,6.43,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,8,0,0,359.91,6.36,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,9,0,0,359.87,6.29,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,10,0,0,359.83,6.21,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,11,0,0,359.78,6.14,0,0,f9,f0,18,4,4,0,1,0
69,2016,252,12,32,12,0,0,359.73,6.04,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,13,0,0,359.71,5.97,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,14,0,0,359.66,5.89,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,15,0,0,359.61,5.83,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,16,0,0,359.57,5.76,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,17,0,0,359.54,5.7,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,18,0,0,359.51,5.63,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,19,0,0,359.46,5.55,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,20,0,0,359.42,5.48,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,21,0,0,359.38,5.39,0,0,f9,f0,18,4,4,0,1,0
70,2016,252,12,32,22,0,0,359.33,5.32,0,0,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,23,0,0,359.29,5.26,0,0,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,24,0,0,359.24,5.19,0,0,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,25,0,0,359.21,5.1,0,3,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,26,0,0,359.16,4.84,0,3,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,27,0,0,359.13,4.78,0,3,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,28,0,0,359.09,4.72,0,3,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,29,0,0,359.04,4.64,0,3,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,30,0,0,359.01,4.56,0,3,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,31,0,0,358.97,4.48,0,3,f9,f0,18,4,4,0,1,0
71,2016,252,12,32,32,0,0,358.94,4.41,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,33,0,0,358.9,4.33,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,34,0,0,358.87,4.26,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,35,0,0,358.85,4.22,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,36,0,0,358.84,4.12,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,37,0,0,358.76,4.02,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,38,0,0,358.71,3.94,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,39,0,0,358.68,3.87,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,40,0,0,358.65,3.8,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,41,0,0,358.62,3.73,0,3,f9,f0,18,4,4,0,1,0
72,2016,252,12,32,42,0,0,358.59,3.65,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,43,0,0,358.55,3.58,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,44,0,0,358.51,3.51,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,45,0,0,358.48,3.43,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,46,0,0,358.45,3.37,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,47,0,0,358.41,3.3,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,48,0,0,358.38,3.23,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,49,0,0,358.34,3.15,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,50,0,0,358.31,3.08,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,51,0,0,358.27,3,0,3,f9,f0,18,4,4,0,1,0
73,2016,252,12,32,52,0,0,358.24,2.93,0,3,f9,f0,18,4,4,0,1,0
74,2016,252,12,32,53,0,0,358.21,2.86,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,32,54,0,0,358.18,2.8,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,32,55,0,0,358.15,2.72,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,32,56,0,0,358.12,2.65,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,32,57,0,0,358.08,2.58,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,32,58,0,0,358.06,2.52,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,32,59,0,0,358.02,2.44,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,33,0,0,0,357.99,2.37,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,33,1,0,0,357.96,2.3,0,3,f9,f0,18,4,4,0e4a,1,0
74,2016,252,12,33,2,0,0,357.93,2.23,0,3,f9,f0,18,4,4,0e4a,1,0
75,2016,252,12,33,3,0,0,357.9,2.17,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,4,0,0,357.87,2.1,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,5,0,0,357.83,2.03,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,6,0,0,357.81,1.96,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,7,0,0,357.78,1.89,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,8,0,0,357.75,1.83,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,9,0,0,357.72,1.76,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,10,0,0,357.69,1.69,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,11,0,0,357.66,1.67,0,3,f9,f0,18,4,4,0e4b,1,0
75,2016,252,12,33,12,0,0,357.63,1.66,0,3,f9,f0,18,4,4,0e4b,1,0
76,2016,252,12,33,13,0,0,357.61,1.65,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,14,0,0,357.58,1.64,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,15,0,0,357.55,1.62,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,16,0,0,357.52,1.6,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,17,0,0,357.49,1.59,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,18,0,0,357.47,1.59,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,19,0,0,357.43,1.57,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,20,0,0,357.41,1.54,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,21,0,0,357.38,1.54,0,3,f9,f0,18,4,4,0e4c,1,0
76,2016,252,12,33,22,0,0,357.35,1.54,0,3,f9,f0,18,4,4,0e4c,1,0
77,2016,252,12,33,23,0,0,357.33,1.54,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,24,0,0,357.3,1.54,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,25,0,0,357.27,1.53,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,26,0,0,357.25,1.55,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,27,0,0,357.22,1.56,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,28,0,0,357.2,1.56,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,29,0,0,357.17,1.56,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,30,0,0,357.14,1.56,0,3,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,31,0,0,357.13,1.56,0,5,f9,f0,18,4,4,0e4d,1,0
77,2016,252,12,33,32,0,0,357.13,1.56,0,5,f9,f0,18,4,4,0e4d,1,0
